"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","region","country","geometry","area","map_class","map_class_label","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_class","ref_class_label","confidence","confidence_label","comments"
"621","EPSG:4326","103.166796696558","11.2595043009094","sereyoudom","46","0.0227132270238058","0.672499871285424","Kaôh Kong","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
"912","EPSG:4326","105.424250713634","12.5148162604771","sereyoudom","51","0.00368601156293205","3.02901820297625","Kâmpóng Thum","Cambodia","points","1.0","Deforestation crops","Deforestation crops","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
"897","EPSG:4326","103.491931355646","11.9291687776922","sereyoudom","738","0.115450921910505","4.72174735647506","Kaôh Kong","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
"521","EPSG:4326","103.740159183871","11.4203073333812","sereyoudom","28","0.00404741975576662","5.20080613774953","Kaôh Kong","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
"854","EPSG:4326","106.408074120394","14.1112041245192","chealy","70","0.00201943354403983","1.84283903516419","Stœng Trêng","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","14","check_gp3_Dfo_20170913.csv","Deforestation other","Deforestation other","hi","High",""
"809","EPSG:4326","103.092718319758","12.2262227836974","sophyra","282","0.0266877530174145","0.757283410402527","Pouthisat","Cambodia","points","1.0","Deforestation rubber","Deforestation rubber","true","2017","9","15","pts_grp_6.csv","Deforestation rubber","Deforestation rubber","hi","High",""
"82","EPSG:4326","104.160099965295","11.5056066382329","remi_linux","116","0.0161557309248413","2.61552564614016","Kâmpóng Spœ","Cambodia","points","1.0","Degradation","Degradation","true","2017","9","14","pts_grp_4.csv","Deforestation crops","Deforestation crops","hi","High",""
"853","EPSG:4326","104.145264412727","11.1425134420177","sereyoudom","124","0.0107539819230814","0.179751713800217","Kâmpôt","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"54","EPSG:4326","104.358539685801","13.5560688584358","khidorang","63","0.00182799684112531","2.66927780545854","Siemréab","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","check_gp1_FNF_20170913.csv","Non Forest stable","Non Forest stable","hi","High",""
"443","EPSG:4326","104.639070811369","13.8329375720141","chealy","71","0.00260192605231897","2.11924519508872","Preah Vihéar","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","14","check_gp3_Dfo_20170913.csv","Deforestation other","Deforestation other","hi","High",""
